rider_id,age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,order_date,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,city_name,order_day,order_month,order_day_of_week,is_weekend,pickup_time_minutes,order_time_hour,order_time_of_day,distance,is_traffic_jam,is_severe_weather,is_order_stacked,pickup_to_distance_ratio,is_peak_rush_hour,is_metro,rider_experience_index,is_festival
bangres13del01,25.0,4.6,12.935662,77.61413,13.045662,77.72413,2022-04-06,sandstorms,low,1,buffet,motorcycle,1,no,urban,16,bang,6,4,wednesday,0,10.0,22.0,night,17.077949437324616,0,1,1,0.5688945707606957,1,0,1.7692307692307692,0
kocres07del02,20.0,4.7,9.985697,76.281128,10.065697,76.361128,2022-02-16,fog,jam,0,buffet,motorcycle,1,no,metropolitian,45,koc,16,2,wednesday,0,5.0,20.0,night,12.484587017091192,1,1,1,0.38507193131507855,1,1,2.238095238095238,0
japres05del03,21.0,4.9,26.905287,75.794592,27.045287,75.934592,2022-03-14,fog,jam,0,buffet,motorcycle,1,no,metropolitian,43,jap,14,3,monday,0,5.0,19.0,evening,20.85227088046227,1,1,1,0.23416713041867102,1,1,2.227272727272727,0
chenres09del03,27.0,4.8,13.044694,80.26147,13.134694,80.35147,2022-03-29,sunny,jam,1,buffet,motorcycle,0,no,metropolitian,20,chen,29,3,tuesday,0,10.0,19.0,evening,13.97014466545326,1,0,0,0.6910780943244124,1,1,1.7142857142857142,0
vadres02del01,26.0,4.4,,,,,2022-04-02,cloudy,jam,2,drinks,scooter,1,no,metropolitian,39,vad,2,4,saturday,1,5.0,19.0,evening,9.19301447226696,1,0,1,0.5158354002571319,1,1,1.6296296296296295,0
vadres13del02,24.0,4.6,22.310237,73.158921,22.330237,73.178921,2022-03-13,fog,low,2,meal,scooter,0,no,metropolitian,18,vad,13,3,sunday,1,5.0,9.0,morning,3.0295383085102503,0,1,0,1.4166158752107165,0,1,1.84,0
chenres06del01,35.0,4.1,13.054347,80.257221,13.064347,80.267221,2022-03-15,stormy,low,0,snack,motorcycle,0,no,metropolitian,23,chen,15,3,tuesday,0,10.0,10.0,morning,1.552331352726081,0,1,0,4.8725075445137795,0,1,1.1388888888888888,0
indores14del02,39.0,4.2,22.761593,75.886362,22.781593,75.906362,2022-03-21,fog,high,0,buffet,motorcycle,1,no,urban,32,indo,21,3,monday,0,10.0,11.0,morning,3.0249808540967438,1,1,1,2.8368948411104045,0,0,1.05,0
bangres05del03,30.0,4.7,12.970324,77.645748,13.060324,77.735748,2022-03-08,sunny,medium,1,meal,scooter,1,no,metropolitian,14,bang,8,3,tuesday,0,10.0,,after_midnight,13.972191759503003,0,0,1,0.6909803412073787,0,1,1.5161290322580645,0
japres08del02,22.0,4.6,26.910262,75.783013,26.990262,75.863013,2022-04-02,fog,low,2,meal,motorcycle,1,no,metropolitian,29,jap,2,4,saturday,1,10.0,22.0,night,11.916757259074618,0,1,1,0.8053632515600349,1,1,2.0,0
japres12del03,22.0,4.7,26.902908,75.792934,26.932908,75.822934,2022-03-26,cloudy,low,0,snack,motorcycle,1,no,urban,23,jap,26,3,saturday,1,10.0,23.0,night,4.469352052738077,0,0,1,2.012334786079419,0,0,2.0434782608695654,0
coimbres14del01,29.0,4.9,11.003681,76.975525,11.013681,76.985525,2022-03-11,fog,low,0,buffet,motorcycle,1,no,metropolitian,22,coimb,11,3,friday,0,10.0,8.0,morning,1.5581322344033663,0,1,1,4.858774296831761,0,1,1.6333333333333333,0
bangres08del03,34.0,4.9,12.906229,77.596791,12.936229,77.626791,2022-04-03,fog,low,2,drinks,electric_scooter,1,no,metropolitian,18,bang,3,4,sunday,1,10.0,22.0,night,4.65825552423237,0,1,1,1.938639905103995,1,1,1.4,0
mumres13del03,37.0,4.9,19.178321,72.834715,19.268321,72.924715,2022-03-29,cloudy,low,0,meal,motorcycle,0,no,metropolitian,38,mum,29,3,tuesday,0,10.0,22.0,night,13.763896210757975,0,0,0,0.7010707209477519,1,1,1.2894736842105263,0
puneres18del02,38.0,4.9,18.593481,73.785901,18.673481,73.865901,2022-03-16,windy,low,2,meal,motorcycle,1,no,metropolitian,29,pune,16,3,wednesday,0,15.0,23.0,night,12.254988311075596,0,0,1,1.1760104857936233,0,1,1.2564102564102564,0
kolres14del02,22.0,4.1,22.552996,88.35231,22.682996,88.48231,2022-02-18,windy,jam,0,meal,motorcycle,1,no,metropolitian,33,kol,18,2,friday,0,10.0,19.0,evening,19.672510483834948,1,0,1,0.49572411961383817,1,1,1.7826086956521738,0
ludhres02del01,26.0,4.8,,,,,2022-02-18,cloudy,jam,2,snack,motorcycle,0,no,metropolitian,30,ludh,18,2,friday,0,15.0,21.0,night,9.19301447226696,1,0,0,1.547506200771396,1,1,1.7777777777777777,0
mumres14del01,28.0,4.7,19.1813,72.836191,19.2913,72.946191,2022-03-29,windy,low,0,drinks,motorcycle,1,no,urban,16,mum,29,3,tuesday,0,15.0,22.0,night,16.821912713961545,0,0,1,0.8659551775659237,1,0,1.6206896551724137,0
bangres02del03,30.0,4.7,12.970221,77.645396,13.000221,77.675396,2022-03-24,windy,jam,0,buffet,motorcycle,2,no,metropolitian,46,bang,24,3,thursday,0,10.0,,after_midnight,4.657672650623545,1,0,1,1.9388589926875321,0,1,1.5161290322580645,0
bangres04del02,28.0,4.8,12.98041,77.640489,13.06041,77.720489,2022-03-10,fog,jam,1,drinks,motorcycle,1,no,metropolitian,40,bang,10,3,thursday,0,10.0,19.0,evening,12.41960204102968,1,1,1,0.7740176491692471,1,1,1.6551724137931034,0
indores20del01,26.0,4.5,22.732225,75.874765,22.742225,75.884765,2022-03-21,windy,low,2,drinks,motorcycle,0,no,urban,11,indo,21,3,monday,0,10.0,8.0,morning,1.5126653201046325,0,0,0,4.968535950865457,0,0,1.6666666666666667,0
kolres13del01,39.0,4.7,22.553227,88.353273,22.623227,88.423273,2022-02-14,stormy,jam,0,drinks,motorcycle,1,no,metropolitian,37,kol,14,2,monday,0,15.0,19.0,evening,10.593945847570938,1,1,1,1.352088806462338,1,1,1.175,0
chenres07del02,36.0,4.5,13.081878,80.248519,13.101878,80.268519,2022-03-05,fog,low,0,snack,motorcycle,0,no,metropolitian,26,chen,5,3,saturday,1,15.0,8.0,morning,3.104463374954771,0,1,0,4.161507120373562,0,1,1.2162162162162162,0
mumres03del03,31.0,4.8,19.22384,72.841347,19.25384,72.871347,2022-03-19,sandstorms,jam,1,meal,scooter,1,no,urban,28,mum,19,3,saturday,1,5.0,19.0,evening,4.5877613789702085,1,1,1,0.9827504923220334,1,0,1.5,0
ludhres010del01,27.0,4.6,30.89286,75.822199,30.90286,75.832199,2022-02-17,cloudy,low,1,meal,scooter,1,no,urban,10,ludh,17,2,thursday,0,15.0,9.0,morning,1.4652050018990022,0,0,1,7.6327914825706795,0,0,1.6428571428571428,0
hydres08del03,25.0,4.6,17.438263,78.397865,17.498263,78.457865,2022-03-21,cloudy,low,0,buffet,motorcycle,0,no,metropolitian,17,hyd,21,3,monday,0,15.0,23.0,night,9.220209378254708,0,0,0,1.5431766350174334,0,1,1.7692307692307692,0
mumres03del02,35.0,4.7,19.22384,72.841347,19.27384,72.891347,2022-03-19,cloudy,medium,2,snack,electric_scooter,0,no,metropolitian,15,mum,19,3,saturday,1,5.0,17.0,evening,7.646049300624547,0,0,0,0.6137944683954535,0,1,1.3055555555555556,0
japres11del01,28.0,4.8,26.90294,75.793007,26.94294,75.833007,2022-03-21,sandstorms,high,2,buffet,motorcycle,1,no,metropolitian,27,jap,21,3,monday,0,5.0,12.0,afternoon,5.959018323622379,1,1,1,0.7741114437953591,1,1,1.6551724137931034,0
chenres14del03,25.0,5.0,13.026279,80.174568,13.056279,80.204568,2022-03-21,fog,low,1,meal,scooter,0,no,urban,10,chen,21,3,monday,0,15.0,0.0,after_midnight,4.65715978228187,0,1,0,2.9085777120062395,0,0,1.9230769230769231,0
mysres16del01,31.0,4.2,12.316967,76.603067,12.386967,76.673067,2022-03-12,stormy,jam,0,buffet,motorcycle,1,no,semi-urban,53,mys,12,3,saturday,1,5.0,19.0,evening,10.88107784923287,1,1,1,0.4393257006265905,1,0,1.3125,0
alhres18del02,39.0,5.0,25.450317,81.831681,25.500317,81.881681,2022-02-15,cloudy,jam,1,meal,scooter,0,no,metropolitian,38,alh,15,2,tuesday,0,5.0,20.0,night,7.490187108752871,1,0,0,0.6257675736432676,1,1,1.25,0
japres14del02,35.0,4.5,26.88842,75.800689,27.01842,75.930689,2022-03-31,windy,medium,0,buffet,motorcycle,1,no,metropolitian,30,jap,31,3,thursday,0,5.0,18.0,evening,19.364487993280896,0,0,1,0.2517054555693172,0,1,1.25,0
japres06del03,27.0,4.0,26.911927,75.797282,26.941927,75.827282,2022-03-28,stormy,low,0,meal,motorcycle,1,no,metropolitian,17,jap,28,3,monday,0,5.0,23.0,night,4.4691938252042425,0,1,1,1.0061994311108384,0,1,1.4285714285714286,0
mumres03del02,35.0,5.0,19.22384,72.841347,19.35384,72.971347,2022-03-18,windy,medium,1,buffet,scooter,0,no,metropolitian,23,mum,18,3,friday,0,10.0,17.0,evening,19.87743959766233,0,0,0,0.4907387874749085,0,1,1.3888888888888888,0
vadres13del02,36.0,4.7,22.310237,73.158921,22.440237,73.288921,2022-03-18,sunny,medium,1,meal,motorcycle,0,no,metropolitian,21,vad,18,3,friday,0,15.0,19.0,evening,19.68841340777118,0,0,0,0.7430004377771465,1,1,1.2702702702702702,0
puneres02del02,21.0,4.9,18.55144,73.804855,18.68144,73.934855,2022-03-08,stormy,jam,1,meal,motorcycle,0,no,metropolitian,22,pune,8,3,tuesday,0,15.0,21.0,night,19.91529866449424,1,1,0,0.7347431084164158,1,1,2.227272727272727,0
mumres16del02,24.0,5.0,19.120083,72.907385,19.140083,72.927385,2022-03-21,sunny,low,0,meal,motorcycle,1,no,urban,16,mum,21,3,monday,0,5.0,10.0,morning,3.059460076834105,0,0,1,1.4047074253034344,0,0,2.0,0
japres18del02,25.0,4.7,26.913987,75.752891,26.993987,75.832891,2022-03-08,fog,jam,0,snack,motorcycle,1,no,metropolitian,48,jap,8,3,tuesday,0,5.0,19.0,evening,11.916582838288104,1,1,1,0.40268728241250623,1,1,1.8076923076923077,0
ludhres13del01,29.0,4.8,30.893234,75.82172,30.933234,75.86172,2022-02-17,sunny,high,2,drinks,scooter,0,no,urban,12,ludh,17,2,thursday,0,15.0,12.0,afternoon,5.8604207331306855,1,0,0,2.358334555113117,1,0,1.6,0
coimbres11del02,29.0,4.6,11.001753,76.986241,11.081753,77.066241,2022-03-10,windy,medium,0,meal,motorcycle,1,no,metropolitian,33,coimb,10,3,thursday,0,10.0,18.0,evening,12.464369459117805,0,0,1,0.771344879636011,0,1,1.5333333333333334,0
surres01del02,22.0,4.7,21.186438,72.794115,21.206438,72.814115,2022-03-19,stormy,low,1,snack,scooter,1,no,metropolitian,14,sur,19,3,saturday,1,15.0,10.0,morning,3.040541510002792,0,1,1,4.236640061307506,0,1,2.0434782608695654,0
japres010del03,35.0,5.0,26.921411,75.793604,27.011411,75.883604,2022-03-23,sunny,medium,2,buffet,motorcycle,1,no,metropolitian,19,jap,23,3,wednesday,0,15.0,18.0,evening,13.405500819756533,0,0,1,1.0787097994117862,0,1,1.3888888888888888,0
hydres06del02,35.0,5.0,17.455894,78.375467,17.475894,78.395467,2022-04-03,cloudy,low,1,buffet,scooter,1,no,metropolitian,17,hyd,3,4,sunday,1,15.0,10.0,morning,3.0734222587643045,0,0,1,4.197656731781546,0,1,1.3888888888888888,0
hydres13del02,32.0,4.6,17.431477,78.40035,17.451477,78.42035,2022-03-26,stormy,low,2,snack,scooter,0,no,urban,28,hyd,26,3,saturday,1,5.0,9.0,morning,3.073618468414786,0,1,0,1.39914208642926,0,0,1.393939393939394,0
chenres18del03,25.0,4.6,12.981615,80.231598,13.011615,80.261598,2022-04-05,sandstorms,jam,1,meal,scooter,1,no,metropolitian,28,chen,5,4,tuesday,0,5.0,21.0,night,4.657568579194643,1,1,1,0.9694490578699688,1,1,1.7692307692307692,0
mumres04del01,27.0,4.8,19.254567,72.848923,19.364567,72.958923,2022-03-02,fog,low,1,snack,motorcycle,1,no,metropolitian,26,mum,2,3,wednesday,0,15.0,22.0,night,16.818368923732613,0,1,1,0.866132374593569,1,1,1.7142857142857142,0
mumres010del02,34.0,4.7,19.003517,72.82765,19.083517,72.90765,2022-04-04,sandstorms,low,1,meal,scooter,0,no,metropolitian,18,mum,4,4,monday,0,10.0,22.0,night,12.24085827411391,0,1,0,0.7848764804422464,1,1,1.3428571428571427,0
agrres11del03,24.0,4.6,27.163303,78.057044,27.303303,78.197044,2022-02-14,sandstorms,medium,1,drinks,scooter,1,no,metropolitian,27,agr,14,2,monday,0,5.0,18.0,evening,20.83103408678745,0,1,1,0.23440026299976827,0,1,1.84,0
chenres03del01,25.0,4.5,13.091809,80.219104,13.161809,80.289104,2022-03-25,sunny,medium,0,drinks,motorcycle,1,no,metropolitian,25,chen,25,3,friday,0,10.0,19.0,evening,10.864870498856764,0,0,1,0.8799044389468352,1,1,1.7307692307692308,0
vadres07del02,31.0,4.7,,,,,2022-03-05,fog,high,1,snack,scooter,1,no,metropolitian,27,vad,5,3,saturday,1,5.0,11.0,morning,9.19301447226696,1,1,1,0.5158354002571319,0,1,1.46875,0
mysres04del01,24.0,4.9,12.3085,76.665808,12.3185,76.675808,2022-04-03,cloudy,low,0,snack,motorcycle,0,no,metropolitian,23,mys,3,4,sunday,1,10.0,8.0,morning,1.5545511732988062,0,0,0,4.8672430893721215,0,1,1.96,0
kocres07del03,35.0,4.1,9.985697,76.281128,10.075697,76.371128,2022-02-14,fog,jam,2,buffet,electric_scooter,0,no,metropolitian,44,koc,14,2,monday,0,5.0,20.0,night,14.045053524690072,1,1,0,0.34375947750983205,1,1,1.1388888888888888,0
japres02del02,23.0,4.7,26.914142,75.805704,26.964142,75.855704,2022-03-05,fog,medium,1,buffet,motorcycle,0,no,metropolitian,13,jap,5,3,saturday,1,5.0,17.0,evening,7.448298968601334,0,1,0,0.6290654163553504,0,1,1.9583333333333333,0
kocres17del02,38.0,4.7,9.959778,76.296106,9.979778,76.316106,2022-02-15,fog,low,0,buffet,motorcycle,1,no,metropolitian,28,koc,15,2,tuesday,0,10.0,9.0,morning,3.1214112858280707,0,1,1,2.7613544032222244,0,1,1.205128205128205,0
mumres06del01,30.0,4.7,19.055831,72.833984,19.095831,72.873984,2022-04-05,stormy,high,0,buffet,motorcycle,0,no,urban,38,mum,5,4,tuesday,0,10.0,,after_midnight,6.119866712015615,1,1,0,1.5106044328429087,0,0,1.5161290322580645,0
puneres01del02,35.0,4.1,18.569156,73.774723,18.589156,73.794723,2022-03-13,sandstorms,high,2,drinks,scooter,0,no,urban,31,pune,13,3,sunday,1,15.0,11.0,morning,3.064210028101302,1,1,0,4.208506199616604,0,0,1.1388888888888888,0
japres08del03,35.0,3.9,26.910262,75.783013,27.050262,75.923013,2022-03-25,sandstorms,jam,1,snack,motorcycle,1,no,urban,31,jap,25,3,friday,0,10.0,21.0,night,20.851862908260976,1,1,1,0.4683432093473693,1,0,1.0833333333333333,0
hydres04del02,21.0,4.9,17.411028,78.329645,17.541028,78.459645,2022-03-06,sandstorms,jam,2,meal,scooter,0,no,metropolitian,27,hyd,6,3,sunday,1,5.0,21.0,night,19.976712110350487,1,1,0,0.24417982599230956,1,1,2.227272727272727,0
japres18del01,36.0,5.0,26.913987,75.752891,26.923987,75.762891,2022-04-05,sunny,low,1,meal,motorcycle,1,no,urban,12,jap,5,4,tuesday,0,15.0,9.0,morning,1.489777721651655,0,0,1,7.538530478444069,0,0,1.3513513513513513,0
japres12del02,23.0,4.6,26.902908,75.792934,26.982908,75.872934,2022-03-06,fog,medium,1,snack,motorcycle,2,no,metropolitian,39,jap,6,3,sunday,1,5.0,17.0,evening,11.917101549462794,0,1,1,0.4026704605807397,0,1,1.9166666666666667,0
ranchires20del01,39.0,4.1,23.39925,85.390464,23.50925,85.500464,2022-04-04,cloudy,jam,2,buffet,motorcycle,1,no,semi-urban,48,ranchi,4,4,monday,0,10.0,20.0,night,16.59866734050554,1,0,1,0.5848409002209607,1,0,1.025,0
mysres05del02,22.0,4.7,12.323978,76.627961,12.373978,76.677961,2022-03-11,stormy,jam,2,meal,electric_scooter,1,no,metropolitian,18,mys,11,3,friday,0,5.0,20.0,night,7.772241951547947,1,1,1,0.6044310634633181,1,1,2.0434782608695654,0
mysres12del02,20.0,4.8,12.284747,76.625861,12.414747,76.755861,2022-03-10,stormy,medium,1,drinks,motorcycle,1,no,metropolitian,24,mys,10,3,thursday,0,15.0,17.0,evening,20.20779793335816,0,1,1,0.7243648044216484,0,1,2.2857142857142856,0
surres18del01,36.0,4.4,21.149834,72.778666,21.259834,72.888666,2022-03-18,windy,jam,1,buffet,motorcycle,1,no,metropolitian,40,sur,18,3,friday,0,5.0,21.0,night,16.72253446733555,1,0,1,0.2903173170872763,1,1,1.1891891891891893,0
surres12del02,31.0,4.6,21.183434,72.814492,21.203434,72.834492,2022-03-03,cloudy,low,2,buffet,motorcycle,0,no,metropolitian,19,sur,3,3,thursday,0,10.0,8.0,morning,3.040570257157668,0,0,0,2.8244037750088014,0,1,1.4375,0
chenres09del02,27.0,4.6,13.044694,80.26147,13.064694,80.28147,2022-03-05,fog,low,2,drinks,scooter,1,no,metropolitian,12,chen,5,3,saturday,1,15.0,9.0,morning,3.104691169539904,0,1,1,4.161244138402727,0,1,1.6428571428571428,0
ranchires05del03,29.0,4.8,23.355164,85.324097,23.415164,85.384097,2022-03-05,cloudy,jam,1,buffet,motorcycle,1,no,metropolitian,34,ranchi,5,3,saturday,1,5.0,19.0,evening,9.055981117924205,1,0,1,0.5232325114813667,1,1,1.6,0
puneres09del01,31.0,4.8,18.536562,73.896485,18.576562,73.936485,2022-03-19,cloudy,medium,1,drinks,scooter,0,no,urban,16,pune,19,3,saturday,1,5.0,15.0,afternoon,6.128804224238059,0,0,0,0.754283854351532,0,0,1.5,0
ranchires18del03,20.0,3.5,23.351489,85.324253,23.411489,85.384253,2022-03-01,sunny,jam,0,snack,motorcycle,2,no,metropolitian,49,ranchi,1,3,tuesday,0,5.0,21.0,night,9.056095962462344,1,0,1,0.523226223307163,1,1,1.6666666666666667,0
surres13del01,30.0,4.5,21.170096,72.789122,21.280096,72.899122,2022-04-06,stormy,medium,2,drinks,scooter,1,no,metropolitian,29,sur,6,4,wednesday,0,15.0,17.0,evening,16.72146713385881,0,1,1,0.8710059301805232,0,1,1.4516129032258065,0
puneres18del01,21.0,4.9,18.593481,73.785901,18.703481,73.895901,2022-03-20,windy,jam,0,meal,motorcycle,0,no,metropolitian,29,pune,20,3,sunday,1,10.0,19.0,evening,16.849904095492622,1,0,0,0.5763720620564079,1,1,2.227272727272727,0
indores08del02,23.0,4.6,22.725748,75.898497,22.805747,75.978497,2022-03-02,windy,medium,0,snack,motorcycle,1,no,metropolitian,31,indo,2,3,wednesday,0,15.0,17.0,evening,12.100079055614344,0,0,1,1.1904687211717373,0,1,1.9166666666666667,0
hydres010del02,28.0,4.0,17.428294,78.404423,17.508294,78.484423,2022-03-25,stormy,jam,0,snack,motorcycle,1,no,metropolitian,32,hyd,25,3,friday,0,15.0,20.0,night,12.29361121840287,1,1,1,1.172460202512905,1,1,1.3793103448275863,0
bangres010del02,24.0,4.7,12.933298,77.614293,13.063298,77.744293,2022-04-04,cloudy,jam,1,buffet,motorcycle,1,no,metropolitian,36,bang,4,4,monday,0,5.0,21.0,night,20.18272811483292,1,0,1,0.24174760564657702,1,1,1.88,0
mysres01del02,23.0,4.6,12.311072,76.654878,12.391072,76.734878,2022-03-25,sandstorms,low,2,meal,motorcycle,0,no,metropolitian,11,mys,25,3,friday,0,15.0,22.0,night,12.43553817483687,0,1,0,1.159596129458229,1,1,1.9166666666666667,0
vadres06del01,34.0,4.9,22.31279,73.170283,22.32279,73.180283,2022-04-01,windy,low,2,snack,electric_scooter,1,no,metropolitian,29,vad,1,4,friday,0,15.0,9.0,morning,1.5147814055665174,0,0,1,7.4449763922564545,0,1,1.4,0
vadres11del03,22.0,4.8,22.308096,73.167753,22.368096,73.227753,2022-03-21,sunny,low,2,drinks,scooter,1,no,urban,19,vad,21,3,monday,0,5.0,23.0,night,9.088078142011636,0,0,1,0.521480939761195,0,0,2.0869565217391304,0
mumres17del03,20.0,4.6,19.121999,72.908493,19.211999,72.998493,2022-03-12,sandstorms,jam,2,drinks,motorcycle,1,no,metropolitian,25,mum,12,3,saturday,1,15.0,21.0,night,13.766116995711348,1,1,1,1.051442379486252,1,1,2.1904761904761907,0
bhpres14del01,34.0,5.0,,,,,2022-02-11,sunny,high,2,snack,electric_scooter,1,no,metropolitian,17,bhp,11,2,friday,0,15.0,13.0,afternoon,9.19301447226696,1,0,1,1.547506200771396,1,1,1.4285714285714286,0
coimbres07del03,26.0,5.0,10.96185,76.971082,11.02185,77.031082,2022-03-13,windy,medium,1,drinks,motorcycle,1,no,metropolitian,28,coimb,13,3,sunday,1,10.0,17.0,evening,9.349055143284817,0,0,1,1.0153258210578808,0,1,1.8518518518518519,0
mysres14del03,30.0,4.4,,,,,2022-03-29,fog,low,1,buffet,scooter,0,no,metropolitian,37,mys,29,3,tuesday,0,5.0,23.0,night,9.19301447226696,0,1,0,0.5158354002571319,0,1,1.4193548387096775,0
surres13del02,28.0,4.8,21.170096,72.789122,21.220096,72.839122,2022-03-19,windy,low,1,meal,scooter,0,no,metropolitian,14,sur,19,3,saturday,1,5.0,23.0,night,7.601385733164932,0,0,0,0.6171783648729774,0,1,1.6551724137931034,0
puneres15del02,39.0,5.0,18.636215,73.751081,18.716215,73.831081,2022-03-04,sunny,low,1,snack,scooter,1,no,metropolitian,25,pune,4,3,friday,0,15.0,22.0,night,12.253528674537144,0,0,1,1.1761450797494197,1,1,1.25,0
mysres08del03,38.0,4.8,12.297954,76.665169,12.327954,76.695169,2022-04-05,fog,medium,1,buffet,scooter,0,no,urban,19,mys,5,4,tuesday,0,10.0,18.0,evening,4.663658229921789,0,1,0,1.9366115174031306,0,0,1.2307692307692308,0
mumres08del03,24.0,4.9,19.065838,72.832658,19.155838,72.922658,2022-03-02,sunny,jam,1,meal,scooter,1,no,metropolitian,17,mum,2,3,wednesday,0,15.0,21.0,night,13.768325585874765,1,0,1,1.0512796270117057,1,1,1.96,0
goares20del01,30.0,4.5,,,,,2022-02-15,stormy,low,1,meal,scooter,1,no,metropolitian,29,goa,15,2,tuesday,0,10.0,9.0,morning,9.19301447226696,0,1,1,1.0316708005142639,0,1,1.4516129032258065,0
mumres12del03,28.0,4.9,19.207222,72.972281,19.237222,73.002281,2022-03-05,fog,jam,2,meal,scooter,0,no,metropolitian,31,mum,5,3,saturday,1,15.0,19.0,evening,4.587980157997101,1,1,0,2.948124704539885,1,1,1.6896551724137931,0
ranchires05del02,27.0,4.7,23.355164,85.324097,23.405164,85.374097,2022-03-09,sandstorms,jam,1,meal,scooter,1,no,metropolitian,15,ranchi,9,3,wednesday,0,5.0,21.0,night,7.546781220484458,1,1,1,0.6213664648010616,1,1,1.6785714285714286,0
dehres03del03,27.0,4.7,30.335259,78.053162,30.475259,78.193162,2022-02-18,stormy,low,2,snack,motorcycle,0,no,metropolitian,19,deh,18,2,friday,0,10.0,22.0,night,20.55736413547124,0,1,0,0.47489324569141816,1,1,1.6785714285714286,0
indores08del03,39.0,4.0,22.725748,75.898497,22.755747,75.928497,2022-03-13,windy,low,0,snack,motorcycle,0,no,metropolitian,23,indo,13,3,sunday,1,5.0,0.0,after_midnight,4.537860442229041,0,0,0,0.9924848171831673,0,1,1.0,0
ranchires16del01,23.0,4.9,23.371292,85.327872,23.481292,85.437872,2022-04-04,sandstorms,medium,1,meal,scooter,1,no,metropolitian,17,ranchi,4,4,monday,0,5.0,17.0,evening,16.600272418856072,0,1,1,0.2923930027270569,0,1,2.0416666666666665,0
vadres12del02,23.0,4.7,,,,,2022-03-06,sandstorms,low,0,drinks,motorcycle,1,no,urban,15,vad,6,3,sunday,1,5.0,22.0,night,9.19301447226696,0,1,1,0.5158354002571319,1,0,1.9583333333333333,0
chenres11del01,27.0,4.7,13.064181,80.236442,13.134181,80.306442,2022-03-27,windy,jam,2,drinks,motorcycle,1,no,metropolitian,24,chen,27,3,sunday,1,10.0,19.0,evening,10.865464603780389,1,0,1,0.8798584438575254,1,1,1.6785714285714286,0
puneres20del02,33.0,4.0,18.592718,73.773572,18.722718,73.903572,2022-04-02,fog,jam,1,drinks,motorcycle,1,no,urban,40,pune,2,4,saturday,1,10.0,21.0,night,19.91300954559314,1,1,1,0.48988366843530173,1,0,1.1764705882352942,0
chenres07del01,32.0,3.5,13.081878,80.248519,13.191878,80.358519,2022-03-06,stormy,medium,2,snack,scooter,1,no,metropolitian,33,chen,6,3,sunday,1,15.0,17.0,evening,17.07302628964209,0,1,1,0.8535809229877107,0,1,1.0606060606060606,0
mumres02del01,37.0,5.0,19.221315,72.862381,19.291315,72.932381,2022-03-10,sunny,low,1,snack,motorcycle,0,no,metropolitian,15,mum,10,3,thursday,0,5.0,23.0,night,10.704238934519315,0,0,0,0.44625967272042205,0,1,1.3157894736842106,0
puneres14del01,36.0,4.7,18.516216,73.842527,18.556216,73.882527,2022-03-26,cloudy,high,2,buffet,scooter,0,no,metropolitian,33,pune,26,3,saturday,1,10.0,13.0,afternoon,6.129149863507623,1,0,0,1.5084890530305177,1,1,1.2702702702702702,0
indores09del01,36.0,4.9,22.725835,75.887648,22.735835,75.897648,2022-03-03,windy,low,2,buffet,motorcycle,0,no,metropolitian,20,indo,3,3,thursday,0,15.0,10.0,morning,1.5126978119717678,0,0,0,7.45268361240232,0,1,1.3243243243243243,0
mysres09del01,20.0,4.6,12.323194,76.630583,12.363194,76.670583,2022-03-30,windy,high,1,snack,scooter,0,no,urban,12,mys,30,3,wednesday,0,5.0,12.0,afternoon,6.217860689144307,1,0,0,0.7442845619111639,1,0,2.1904761904761907,0
chenres16del03,30.0,4.6,13.049645,80.242268,13.079645,80.272268,2022-03-05,sunny,medium,2,meal,scooter,0,no,metropolitian,17,chen,5,3,saturday,1,5.0,18.0,evening,4.65694538594946,0,0,0,0.9695662113511864,0,1,1.4838709677419355,0
vadres14del02,30.0,3.5,22.311603,73.165012,22.441603,73.295012,2022-03-23,windy,jam,1,buffet,scooter,1,no,metropolitian,33,vad,23,3,wednesday,0,5.0,20.0,night,19.688324335752394,1,0,1,0.24766790531224422,1,1,1.1290322580645162,0
chenres15del01,31.0,4.6,13.026286,80.275235,13.096286,80.345235,2022-03-14,windy,low,2,snack,scooter,0,no,metropolitian,21,chen,14,3,monday,0,5.0,23.0,night,10.86627754255923,0,0,0,0.4398977573157342,0,1,1.4375,0
vadres03del01,33.0,4.9,22.32,73.17,22.39,73.24,2022-03-14,sandstorms,low,0,meal,motorcycle,1,no,metropolitian,27,vad,14,3,monday,0,15.0,22.0,night,10.60216485230212,0,1,1,1.3510878463392328,1,1,1.4411764705882353,0
mumres05del02,22.0,4.8,18.927584,72.832585,18.977584,72.882585,2022-03-01,windy,jam,2,meal,scooter,0,no,metropolitian,11,mum,1,3,tuesday,0,5.0,21.0,night,7.652510173139905,1,0,0,0.6133080356616434,1,1,2.0869565217391304,0
vadres06del02,30.0,4.7,22.31279,73.170283,22.33279,73.190283,2022-03-07,windy,low,2,meal,scooter,0,no,metropolitian,25,vad,7,3,monday,0,5.0,9.0,morning,3.029512751162419,0,0,0,1.416626132984868,0,1,1.5161290322580645,0
